,SensorId,L1H,L1T,L2H,L2T,L3H,L3T,TS
266,E53490B59A25,31.1448,14.8,31.5237,16.0,42.8235,16.6,2020-05-06 04:08:09+00:00
267,E53490B59A25,31.1278,14.8,31.515,15.9,42.8191,16.6,2020-05-06 04:13:12+00:00
268,E53490B59A25,31.113000000000003,14.7,31.5085,15.9,42.8126,16.6,2020-05-06 04:18:15+00:00
269,E53490B59A25,31.0929,14.7,31.500999999999998,15.9,42.805,16.5,2020-05-06 04:23:18+00:00
270,E53490B59A25,31.0718,14.7,31.4965,15.9,42.8046,16.5,2020-05-06 04:28:22+00:00
271,E53490B59A25,31.0474,14.7,31.4762,15.9,42.7927,16.5,2020-05-06 04:33:35+00:00
272,E53490B59A25,31.0304,14.6,31.4717,15.8,42.7841,16.5,2020-05-06 04:38:38+00:00
273,E53490B59A25,31.0147,14.6,31.4602,15.8,42.7767,16.5,2020-05-06 04:43:41+00:00
274,E53490B59A25,30.9957,14.6,31.4578,15.8,42.7785,16.5,2020-05-06 04:48:45+00:00
275,E53490B59A25,30.9819,14.6,31.4524,15.8,42.7773,16.4,2020-05-06 04:53:48+00:00
276,E53490B59A25,30.9693,14.6,31.4439,15.8,42.7771,16.4,2020-05-06 04:58:51+00:00
277,E53490B59A25,30.9619,14.5,31.4407,15.7,42.778,16.4,2020-05-06 05:03:55+00:00
278,E53490B59A25,30.9756,14.5,31.4586,15.7,42.8001,16.4,2020-05-06 05:08:58+00:00
279,E53490B59A25,31.0177,14.5,31.4924,15.7,42.8339,16.4,2020-05-06 05:14:12+00:00
280,E53490B59A25,31.0287,14.5,31.4992,15.6,42.8407,16.3,2020-05-06 05:19:15+00:00
281,E53490B59A25,31.0256,14.4,31.5002,15.6,42.85,16.3,2020-05-06 05:24:18+00:00
282,E53490B59A25,31.061999999999998,14.4,31.5533,15.6,42.8865,16.3,2020-05-06 05:29:22+00:00
283,E53490B59A25,31.0739,14.4,31.5652,15.6,42.9025,16.3,2020-05-06 05:34:25+00:00
284,E53490B59A25,31.1027,14.4,31.619,15.6,42.9313,16.3,2020-05-06 05:39:28+00:00
285,E53490B59A25,31.1168,14.4,31.6664,15.5,42.9579,16.3,2020-05-06 05:44:32+00:00
286,E53490B59A25,31.1568,14.4,31.7022,15.5,42.9979,16.2,2020-05-06 05:49:35+00:00
287,E53490B59A25,31.1926,14.4,31.7339,15.5,43.0337,16.2,2020-05-06 05:54:48+00:00
288,E53490B59A25,31.2142,14.4,31.7638,15.5,43.0553,16.2,2020-05-06 05:59:52+00:00
289,E53490B59A25,31.2635,14.4,31.8089,15.5,43.1046,16.2,2020-05-06 06:04:55+00:00
290,E53490B59A25,31.3104,14.4,31.8559,15.4,43.1516,16.2,2020-05-06 06:09:58+00:00
291,E53490B59A25,31.354,14.4,31.9036,15.4,43.1868,16.2,2020-05-06 06:15:01+00:00
292,E53490B59A25,31.3721,14.4,31.9383,15.4,43.2132,16.2,2020-05-06 06:20:05+00:00
293,E53490B59A25,31.4064,14.4,31.9809,15.4,43.2516,16.1,2020-05-06 06:25:08+00:00
294,E53490B59A25,31.4203,14.4,32.024,15.4,43.2864,16.1,2020-05-06 06:30:22+00:00
295,E53490B59A25,31.3756,14.5,32.0001,15.4,43.2417,16.1,2020-05-06 06:35:25+00:00
296,E53490B59A25,31.3858,14.5,32.0228,15.4,43.2644,16.1,2020-05-06 06:40:28+00:00
297,E53490B59A25,31.3733,14.5,32.0311,15.4,43.2561,16.1,2020-05-06 06:45:32+00:00
298,E53490B59A25,31.4458,14.5,32.1078,15.4,43.3411,16.1,2020-05-06 06:50:35+00:00
299,E53490B59A25,31.4735,14.6,32.1771,15.4,43.3979,16.1,2020-05-06 06:55:39+00:00
300,E53490B59A25,31.4821,14.6,32.2357,15.4,43.4398,16.1,2020-05-06 07:00:42+00:00
301,E53490B59A25,31.5029,14.7,32.2898,15.4,43.4689,16.1,2020-05-06 07:05:46+00:00
302,E53490B59A25,31.5309,14.7,32.3427,15.4,43.4969,16.0,2020-05-06 07:10:49+00:00
303,E53490B59A25,31.5322,14.7,32.3108,15.4,43.4857,16.0,2020-05-06 07:16:02+00:00
304,E53490B59A25,31.5219,14.8,32.2546,15.4,43.4587,16.0,2020-05-06 07:21:06+00:00
305,E53490B59A25,31.5508,14.9,32.2794,15.4,43.471000000000004,16.0,2020-05-06 07:26:09+00:00
306,E53490B59A25,31.5368,14.9,32.2945,15.4,43.4612,16.0,2020-05-06 07:31:12+00:00
307,E53490B59A25,31.5779,15.0,32.3731,15.4,43.4856,16.0,2020-05-06 07:36:16+00:00
308,E53490B59A25,31.5299,15.1,32.3502,15.4,43.4335,16.0,2020-05-06 07:41:19+00:00
309,E53490B59A25,31.5451,15.1,32.4111,15.5,43.4528,16.0,2020-05-06 07:46:22+00:00
310,E53490B59A25,31.4761,15.2,32.3837,15.5,43.363,16.0,2020-05-06 07:51:25+00:00
311,E53490B59A25,31.5352,15.3,32.4803,15.5,43.4512,16.0,2020-05-06 07:56:29+00:00
312,E53490B59A25,31.5341,15.4,32.4792,15.5,43.4627,16.0,2020-05-06 08:01:33+00:00
313,E53490B59A25,31.5617,15.6,32.5069,15.6,43.4903,16.0,2020-05-06 08:11:47+00:00
314,E53490B59A25,31.5687,15.6,32.518,15.6,43.5015,16.0,2020-05-06 08:16:51+00:00
315,E53490B59A25,31.5762,15.7,32.5129,15.6,43.4964,16.0,2020-05-06 08:21:55+00:00
316,E53490B59A25,31.5692,15.8,32.506,15.7,43.4894,16.0,2020-05-06 08:26:58+00:00
317,E53490B59A25,31.5712,15.9,32.5246,15.7,43.4997,16.0,2020-05-06 08:32:02+00:00
318,E53490B59A25,31.6329,16.0,32.6113,15.7,43.5531,16.0,2020-05-06 08:37:16+00:00
319,E53490B59A25,31.5836,16.1,32.5621,15.8,43.5122,16.0,2020-05-06 08:42:19+00:00
320,E53490B59A25,31.57,16.2,32.5776,15.8,43.5277,16.0,2020-05-06 08:47:23+00:00
321,E53490B59A25,31.6038,16.3,32.6114,15.8,43.5448,16.0,2020-05-06 08:52:26+00:00
322,E53490B59A25,31.6075,16.3,32.6359,15.9,43.5528,16.0,2020-05-06 08:57:30+00:00
323,E53490B59A25,31.5861,16.5,32.6269,15.9,43.5354,16.0,2020-05-06 09:02:34+00:00
324,E53490B59A25,31.6178,16.5,32.6795,16.0,43.5755,16.0,2020-05-06 09:07:38+00:00
325,E53490B59A25,31.6282,16.6,32.6774,16.0,43.5692,16.0,2020-05-06 09:12:41+00:00
326,E53490B59A25,31.6379,16.7,32.7288,16.0,43.5748,16.0,2020-05-06 09:17:45+00:00
327,E53490B59A25,31.635,16.8,32.7509,16.1,43.5761,16.1,2020-05-06 09:22:48+00:00
328,E53490B59A25,31.6607,16.9,32.7723,16.1,43.5851,16.1,2020-05-06 09:27:52+00:00
329,E53490B59A25,31.6811,16.9,32.8094,16.2,43.6013,16.1,2020-05-06 09:32:56+00:00
330,E53490B59A25,31.6816,17.0,32.839,16.2,43.6101,16.1,2020-05-06 09:38:09+00:00
331,E53490B59A25,31.6851,17.1,32.855,16.3,43.622,16.1,2020-05-06 09:43:13+00:00
332,E53490B59A25,31.6832,17.2,32.8739,16.3,43.6325,16.1,2020-05-06 09:48:17+00:00
333,E53490B59A25,31.6745,17.3,32.8986,16.3,43.6405,16.1,2020-05-06 09:53:20+00:00
334,E53490B59A25,31.6631,17.3,32.8955,16.4,43.6374,16.1,2020-05-06 09:58:24+00:00
335,E53490B59A25,31.6641,17.4,32.9173,16.4,43.6468,16.2,2020-05-06 10:03:28+00:00
336,E53490B59A25,31.642,17.5,32.9161,16.5,43.6455,16.2,2020-05-06 10:08:31+00:00
337,E53490B59A25,31.6552,17.6,32.9334,16.5,43.6628,16.2,2020-05-06 10:13:35+00:00
338,E53490B59A25,31.6001,17.6,32.9158,16.6,43.6369,16.2,2020-05-06 10:18:39+00:00
339,E53490B59A25,31.6071,17.7,32.9436,16.6,43.6606,16.2,2020-05-06 10:23:42+00:00
340,E53490B59A25,31.6075,17.8,32.9564,16.7,43.6651,16.3,2020-05-06 10:28:46+00:00
341,E53490B59A25,31.5819,17.8,32.9642,16.7,43.6603,16.3,2020-05-06 10:34:00+00:00
342,E53490B59A25,31.5402,17.9,32.9516,16.8,43.6394,16.3,2020-05-06 10:39:04+00:00
343,E53490B59A25,31.5191,18.0,32.9597,16.8,43.6517,16.3,2020-05-06 10:44:07+00:00
344,E53490B59A25,31.5079,18.0,32.9609,16.9,43.6446,16.3,2020-05-06 10:49:11+00:00
345,E53490B59A25,31.4816,18.1,32.9597,16.9,43.6475,16.4,2020-05-06 10:54:14+00:00
346,E53490B59A25,31.4686,18.1,32.9675,16.9,43.6512,16.4,2020-05-06 10:59:18+00:00
347,E53490B59A25,31.4484,18.2,32.9598,17.0,43.6434,16.4,2020-05-06 11:04:22+00:00
348,E53490B59A25,31.4233,18.2,32.9555,17.0,43.6309,16.4,2020-05-06 11:09:26+00:00
349,E53490B59A25,31.4144,18.3,32.9591,17.1,43.6344,16.4,2020-05-06 11:14:29+00:00
350,E53490B59A25,31.4053,18.3,32.9541,17.1,43.6211,16.5,2020-05-06 11:19:33+00:00
351,E53490B59A25,31.4051,18.4,32.9581,17.2,43.6168,16.5,2020-05-06 11:24:37+00:00
352,E53490B59A25,31.3769,18.4,32.959,17.2,43.6135,16.5,2020-05-06 11:29:40+00:00
353,E53490B59A25,31.3492,18.5,32.9688,17.3,43.6108,16.5,2020-05-06 11:34:54+00:00
354,E53490B59A25,31.3399,18.5,32.9679,17.3,43.6057,16.6,2020-05-06 11:39:58+00:00
355,E53490B59A25,31.3151,18.6,32.9764,17.3,43.6017,16.6,2020-05-06 11:45:01+00:00
356,E53490B59A25,31.2748,18.6,32.9735,17.4,43.5989,16.6,2020-05-06 11:50:05+00:00
357,E53490B59A25,31.2292,18.7,32.9821,17.4,43.5866,16.6,2020-05-06 11:55:08+00:00
358,E53490B59A25,31.2229,18.7,32.9924,17.5,43.5845,16.7,2020-05-06 12:00:12+00:00
359,E53490B59A25,31.2223,18.8,33.0043,17.5,43.5922,16.7,2020-05-06 12:05:15+00:00
360,E53490B59A25,31.208000000000002,18.8,33.015,17.5,43.5904,16.7,2020-05-06 12:10:19+00:00
361,E53490B59A25,31.1616,18.9,33.0102,17.6,43.5732,16.7,2020-05-06 12:15:23+00:00
362,E53490B59A25,31.12,19.0,33.0144,17.6,43.5523,16.7,2020-05-06 12:20:26+00:00
363,E53490B59A25,31.1416,19.0,33.0361,17.7,43.5657,16.8,2020-05-06 12:25:40+00:00
364,E53490B59A25,31.1285,19.0,33.0354,17.7,43.5775,16.8,2020-05-06 12:30:44+00:00
365,E53490B59A25,31.0864,19.1,33.01,17.7,43.5771,16.8,2020-05-06 12:35:47+00:00
366,E53490B59A25,31.0732,19.1,32.9968,17.8,43.5805,16.8,2020-05-06 12:40:51+00:00
367,E53490B59A25,31.0786,19.1,32.9813,17.8,43.5776,16.9,2020-05-06 12:45:55+00:00
368,E53490B59A25,31.0311,19.1,32.9463,17.8,43.5592,16.9,2020-05-06 12:50:59+00:00
369,E53490B59A25,30.9923,19.2,32.9033,17.9,43.537,16.9,2020-05-06 12:56:02+00:00
370,E53490B59A25,30.9451,19.2,32.8604,17.9,43.519,16.9,2020-05-06 13:01:06+00:00
371,E53490B59A25,30.9609,19.2,32.8429,18.0,43.5265,17.0,2020-05-06 13:06:10+00:00
372,E53490B59A25,30.9719,19.2,32.808,18.0,43.5291,17.0,2020-05-06 13:11:14+00:00
373,E53490B59A25,30.9454,19.2,32.7482,18.0,43.5151,17.0,2020-05-06 13:16:18+00:00
374,E53490B59A25,30.9247,19.2,32.7067,18.0,43.5111,17.0,2020-05-06 13:21:21+00:00
375,E53490B59A25,30.892,19.3,32.674,18.1,43.495,17.1,2020-05-06 13:26:25+00:00
376,E53490B59A25,30.8146,19.3,32.6132,18.1,43.4509,17.1,2020-05-06 13:31:39+00:00
377,E53490B59A25,30.7733,19.3,32.5886,18.1,43.4139,17.1,2020-05-06 13:36:42+00:00
378,E53490B59A25,30.7494,19.3,32.5647,18.1,43.3858,17.1,2020-05-06 13:41:46+00:00
379,E53490B59A25,30.7872,19.3,32.5526,18.2,43.4153,17.2,2020-05-06 13:46:50+00:00
380,E53490B59A25,30.7885,19.3,32.5247,18.2,43.4248,17.2,2020-05-06 13:51:53+00:00
381,E53490B59A25,30.7107,19.3,32.4844,18.2,43.4012,17.2,2020-05-06 13:56:57+00:00
382,E53490B59A25,30.6887,19.3,32.4749,18.2,43.3875,17.2,2020-05-06 14:02:01+00:00
383,E53490B59A25,30.6639,19.4,32.4626,18.3,43.3752,17.2,2020-05-06 14:07:04+00:00
384,E53490B59A25,30.6771,19.4,32.4632,18.3,43.38,17.3,2020-05-06 14:12:08+00:00
385,E53490B59A25,30.6266,19.4,32.4378,18.3,43.3629,17.3,2020-05-06 14:17:22+00:00
386,E53490B59A25,30.6274,19.4,32.4386,18.3,43.3721,17.3,2020-05-06 14:22:25+00:00
387,E53490B59A25,30.5966,19.4,32.4328,18.3,43.3704,17.3,2020-05-06 14:27:29+00:00
388,E53490B59A25,30.5595,19.4,32.4164,18.4,43.3707,17.3,2020-05-06 14:32:33+00:00
389,E53490B59A25,30.5424,19.4,32.4243,18.4,43.3786,17.4,2020-05-06 14:37:36+00:00
390,E53490B59A25,30.4945,19.4,32.4097,18.4,43.3681,17.4,2020-05-06 14:42:40+00:00
391,E53490B59A25,30.4652,19.4,32.4137,18.4,43.368,17.4,2020-05-06 14:47:44+00:00
392,E53490B59A25,30.4128,19.4,32.4071,18.4,43.3489,17.4,2020-05-06 14:52:47+00:00
393,E53490B59A25,30.3433,19.4,32.3835,18.4,43.3044,17.4,2020-05-06 14:57:51+00:00
394,E53490B59A25,30.3695,19.4,32.3888,18.4,43.3264,17.4,2020-05-06 15:02:55+00:00
395,E53490B59A25,30.3555,19.4,32.3831,18.5,43.3582,17.5,2020-05-06 15:08:08+00:00
396,E53490B59A25,30.3201,19.4,32.3477,18.5,43.3561,17.5,2020-05-06 15:13:12+00:00
397,E53490B59A25,30.2507,19.4,32.3117,18.5,43.3201,17.5,2020-05-06 15:18:16+00:00
398,E53490B59A25,30.2465,19.4,32.3116,18.5,43.3367,17.5,2020-05-06 15:23:19+00:00
399,E53490B59A25,30.1654,19.4,32.2721,18.5,43.293,17.5,2020-05-06 15:28:23+00:00
400,E53490B59A25,30.1371,19.4,32.2688,18.5,43.2855,17.5,2020-05-06 15:33:26+00:00
401,E53490B59A25,30.1142,19.4,32.271,18.5,43.2919,17.6,2020-05-06 15:38:30+00:00
402,E53490B59A25,30.0982,19.4,32.2674,18.5,43.3049,17.6,2020-05-06 15:43:34+00:00
403,E53490B59A25,30.0235,19.4,32.226,18.5,43.2885,17.6,2020-05-06 15:48:38+00:00
404,E53490B59A25,29.9325,19.4,32.1766,18.6,43.2267,17.6,2020-05-06 15:53:41+00:00
405,E53490B59A25,29.8381,19.4,32.1281,18.6,43.1823,17.6,2020-05-06 15:58:55+00:00
406,E53490B59A25,29.7878,19.3,32.1319,18.6,43.1611,17.6,2020-05-06 16:03:59+00:00
407,E53490B59A25,29.7297,19.3,32.1112,18.6,43.1363,17.6,2020-05-06 16:09:02+00:00
408,E53490B59A25,29.6792,19.3,32.0898,18.6,43.1024,17.7,2020-05-06 16:14:06+00:00
409,E53490B59A25,29.6254,19.2,32.0735,18.6,43.0778,17.7,2020-05-06 16:19:10+00:00
410,E53490B59A25,29.6061,19.2,32.0709,18.6,43.0877,17.7,2020-05-06 16:24:14+00:00
411,E53490B59A25,29.6234,19.2,32.0883,18.6,43.13,17.7,2020-05-06 16:29:17+00:00
412,E53490B59A25,29.5838,19.1,32.0694,18.6,43.1445,17.7,2020-05-06 16:34:21+00:00
413,E53490B59A25,29.5333,19.1,32.0106,18.6,43.1356,17.7,2020-05-06 16:39:25+00:00
414,E53490B59A25,29.4689,19.1,31.9629,18.6,43.117,17.7,2020-05-06 16:44:28+00:00
415,E53490B59A25,29.4115,19.1,31.9305,18.6,43.1096,17.7,2020-05-06 16:49:32+00:00
416,E53490B59A25,29.34,19.0,31.8922,18.5,43.0839,17.7,2020-05-06 16:54:36+00:00
417,E53490B59A25,29.2337,19.0,31.8484,18.5,43.0275,17.7,2020-05-06 16:59:40+00:00
418,E53490B59A25,29.0973,19.0,31.7827,18.5,42.9702,17.7,2020-05-06 17:04:43+00:00
419,E53490B59A25,29.0028,19.0,31.7549,18.5,42.9299,17.8,2020-05-06 17:09:47+00:00
420,E53490B59A25,28.9296,18.9,31.7316,18.5,42.8982,17.8,2020-05-06 17:14:51+00:00
421,E53490B59A25,28.8307,18.9,31.6994,18.5,42.8743,17.8,2020-05-06 17:19:55+00:00
422,E53490B59A25,28.7541,18.8,31.6811,18.5,42.8435,17.8,2020-05-06 17:24:58+00:00
423,E53490B59A25,28.6871,18.8,31.6598,18.5,42.8181,17.8,2020-05-06 17:30:12+00:00
424,E53490B59A25,28.6182,18.7,31.6493,18.5,42.8034,17.8,2020-05-06 17:35:15+00:00
425,E53490B59A25,28.568,18.7,31.6157,18.5,42.7823,17.8,2020-05-06 17:40:18+00:00
426,E53490B59A25,28.4939,18.6,31.5916,18.5,42.7665,17.8,2020-05-06 17:45:22+00:00
427,E53490B59A25,28.4244,18.6,31.5679,18.4,42.7554,17.8,2020-05-06 17:50:25+00:00
428,E53490B59A25,28.3397,18.6,31.5582,18.4,42.7498,17.8,2020-05-06 17:55:28+00:00
429,E53490B59A25,28.243000000000002,18.5,31.5322,18.4,42.7404,17.8,2020-05-06 18:00:32+00:00
430,E53490B59A25,28.1386,18.5,31.506999999999998,18.4,42.7194,17.8,2020-05-06 18:05:35+00:00
431,E53490B59A25,28.0354,18.4,31.4828,18.4,42.6994,17.8,2020-05-06 18:10:48+00:00
432,E53490B59A25,27.9261,18.4,31.4568,18.3,42.6859,17.8,2020-05-06 18:15:52+00:00
433,E53490B59A25,27.8419,18.3,31.435,18.3,42.6807,17.8,2020-05-06 18:20:55+00:00
434,E53490B59A25,27.7563,18.3,31.4078,18.3,42.6702,17.8,2020-05-06 18:25:58+00:00
435,E53490B59A25,27.6093,18.2,31.344,18.3,42.6314,17.8,2020-05-06 18:31:02+00:00
436,E53490B59A25,27.4852,18.2,31.299,18.3,42.6072,17.8,2020-05-06 18:36:05+00:00
437,E53490B59A25,27.4071,18.2,31.2626,18.2,42.5916,17.8,2020-05-06 18:41:08+00:00
438,E53490B59A25,27.2969,18.1,31.2107,18.2,42.5647,17.8,2020-05-06 18:46:12+00:00
439,E53490B59A25,27.186,18.1,31.1705,18.2,42.5453,17.8,2020-05-06 18:51:25+00:00
440,E53490B59A25,27.0655,18.0,31.1292,18.2,42.5248,17.8,2020-05-06 18:56:29+00:00
441,E53490B59A25,26.9501,18.0,31.0845,18.2,42.5093,17.8,2020-05-06 19:01:32+00:00
442,E53490B59A25,26.8441,17.9,31.0451,18.1,42.4866,17.7,2020-05-06 19:06:35+00:00
443,E53490B59A25,26.7265,17.9,31.0025,18.1,42.4689,17.7,2020-05-06 19:11:39+00:00
444,E53490B59A25,26.611,17.9,30.965999999999998,18.1,42.4532,17.7,2020-05-06 19:16:42+00:00
445,E53490B59A25,26.3294,17.8,30.9343,18.1,42.4298,17.7,2020-05-06 19:21:45+00:00
446,E53490B59A25,26.1481,17.8,30.8946,18.1,42.4151,17.7,2020-05-06 19:26:48+00:00
447,E53490B59A25,26.0557,17.7,30.8646,18.0,42.4143,17.7,2020-05-06 19:32:02+00:00
448,E53490B59A25,25.9604,17.7,30.8442,18.0,42.4105,17.7,2020-05-06 19:37:05+00:00
449,E53490B59A25,25.8641,17.6,30.8146,18.0,42.4017,17.7,2020-05-06 19:42:09+00:00
450,E53490B59A25,25.77,17.6,30.7996,18.0,42.3992,17.7,2020-05-06 19:47:12+00:00
451,E53490B59A25,25.6549,17.6,30.7761,17.9,42.3882,17.7,2020-05-06 19:52:15+00:00
452,E53490B59A25,25.5502,17.5,30.7338,17.9,42.3792,17.7,2020-05-06 19:57:19+00:00
453,E53490B59A25,25.4467,17.5,30.7011,17.9,42.3673,17.7,2020-05-06 20:02:22+00:00
454,E53490B59A25,25.3348,17.4,30.6725,17.9,42.3554,17.7,2020-05-06 20:07:25+00:00
455,E53490B59A25,25.2252,17.4,30.6461,17.8,42.3498,17.6,2020-05-06 20:12:29+00:00
456,E53490B59A25,25.0976,17.3,30.6268,17.8,42.3388,17.6,2020-05-06 20:17:42+00:00
457,E53490B59A25,25.0828,17.3,30.612,17.8,42.3323,17.6,2020-05-06 20:22:45+00:00
458,E53490B59A25,24.9825,17.2,30.595,17.7,42.3278,17.6,2020-05-06 20:27:48+00:00
459,E53490B59A25,24.823,17.2,30.5812,17.7,42.3224,17.6,2020-05-06 20:32:52+00:00
460,E53490B59A25,24.7635,17.2,30.5633,17.7,42.3128,17.6,2020-05-06 20:37:55+00:00
461,E53490B59A25,24.6321,17.1,30.5527,17.7,42.3064,17.6,2020-05-06 20:42:59+00:00
462,E53490B59A25,24.5988,17.1,30.5443,17.6,42.3022,17.6,2020-05-06 20:48:12+00:00
463,E53490B59A25,24.4815,17.0,30.5394,17.6,42.3056,17.6,2020-05-06 20:53:15+00:00
464,E53490B59A25,24.4078,17.0,30.5365,17.6,42.3069,17.5,2020-05-06 20:58:18+00:00
465,E53490B59A25,24.3482,17.0,30.5311,17.6,42.3014,17.5,2020-05-06 21:03:22+00:00
466,E53490B59A25,24.2083,16.9,30.5119,17.5,42.2906,17.5,2020-05-06 21:08:25+00:00
467,E53490B59A25,24.1428,16.9,30.5047,17.5,42.2875,17.5,2020-05-06 21:13:29+00:00
468,E53490B59A25,24.0382,16.8,30.4917,17.5,42.2745,17.5,2020-05-06 21:18:32+00:00
469,E53490B59A25,23.951999999999998,16.8,30.4721,17.5,42.2591,17.5,2020-05-06 21:23:46+00:00
470,E53490B59A25,23.8355,16.8,30.4513,17.4,42.2425,17.5,2020-05-06 21:28:49+00:00
471,E53490B59A25,23.713,16.7,30.4371,17.4,42.2282,17.5,2020-05-06 21:33:52+00:00
472,E53490B59A25,22.5699,16.2,30.26,17.0,42.1427,17.2,2020-05-06 23:00:11+00:00
473,E53490B59A25,22.5136,16.1,30.2536,17.0,42.1406,17.2,2020-05-06 23:05:14+00:00
474,E53490B59A25,22.4425,16.1,30.2408,16.9,42.1319,17.2,2020-05-06 23:10:18+00:00
475,E53490B59A25,22.331,16.1,30.2292,16.9,42.1287,17.2,2020-05-06 23:20:32+00:00
476,E53490B59A25,22.2624,16.0,30.2272,16.9,42.1267,17.1,2020-05-06 23:25:36+00:00
477,E53490B59A25,22.1976,16.0,30.2166,16.8,42.11600000000001,17.1,2020-05-06 23:30:39+00:00
478,E53490B59A25,22.1413,16.0,30.2061,16.8,42.1138,17.1,2020-05-06 23:35:42+00:00
479,E53490B59A25,22.0584,15.9,30.2023,16.8,42.11,17.1,2020-05-06 23:45:46+00:00
480,E53490B59A25,22.0279,15.9,30.2176,16.8,42.1295,17.1,2020-05-06 23:51:00+00:00
481,E53490B59A25,22.0254,15.8,30.2193,16.7,42.1353,17.0,2020-05-07 00:01:04+00:00
482,E53490B59A25,21.9969,15.8,30.2532,16.6,42.1651,17.0,2020-05-07 00:16:19+00:00
483,E53490B59A25,22.0032,15.8,30.2636,16.6,42.1755,17.0,2020-05-07 00:21:23+00:00
484,E53490B59A25,22.0059,15.8,30.2914,16.6,42.1908,16.9,2020-05-07 00:31:37+00:00
485,E53490B59A25,21.9027,15.8,30.3755,16.5,42.2374,16.8,2020-05-07 01:07:06+00:00
486,E53490B59A25,21.8675,15.8,30.381999999999998,16.5,42.2356,16.8,2020-05-07 01:12:09+00:00
487,E53490B59A25,21.8141,15.8,30.391,16.4,42.2404,16.8,2020-05-07 01:22:24+00:00
488,E53490B59A25,21.8298,15.8,30.3984,16.4,42.2395,16.8,2020-05-07 01:27:27+00:00
489,E53490B59A25,21.7737,15.8,30.4005,16.4,42.2333,16.8,2020-05-07 01:37:41+00:00
490,E53490B59A25,21.6737,15.8,30.4047,16.4,42.2333,16.8,2020-05-07 01:47:46+00:00
491,E53490B59A25,21.3687,15.8,30.4119,16.4,42.2198,16.7,2020-05-07 02:13:13+00:00
492,E53490B59A25,20.5005,15.8,30.3264,16.3,42.1301,16.5,2020-05-07 04:14:57+00:00
493,E53490B59A25,20.4227,15.7,30.3153,16.3,42.1189,16.5,2020-05-07 04:25:11+00:00
494,E53490B59A25,20.3912,15.7,30.3088,16.2,42.1166,16.5,2020-05-07 04:30:14+00:00
495,E53490B59A25,20.3213,15.7,30.3055,16.2,42.1133,16.5,2020-05-07 04:45:29+00:00
496,E53490B59A25,20.2899,15.7,30.299,16.2,42.1068,16.5,2020-05-07 04:50:33+00:00
497,E53490B59A25,20.2825,15.7,30.2999,16.2,42.1078,16.5,2020-05-07 04:55:36+00:00
498,E53490B59A25,20.27,15.6,30.2999,16.2,42.1119,16.5,2020-05-07 05:00:39+00:00
499,E53490B59A25,20.2399,15.6,30.3032,16.2,42.1068,16.5,2020-05-07 05:05:42+00:00
500,E53490B59A25,20.262,15.6,30.3377,16.2,42.1497,16.4,2020-05-07 05:15:56+00:00
501,E53490B59A25,20.2467,15.6,30.3392,16.2,42.1428,16.4,2020-05-07 05:20:59+00:00
502,E53490B59A25,20.2387,15.6,30.3395,16.2,42.1431,16.4,2020-05-07 05:26:03+00:00
503,E53490B59A25,20.2452,15.6,30.3293,16.1,42.133,16.4,2020-05-07 05:31:06+00:00
504,E53490B59A25,20.3166,15.6,30.434,16.1,42.2293,16.4,2020-05-07 05:51:22+00:00
505,E53490B59A25,20.3241,15.6,30.4457,16.1,42.24100000000001,16.4,2020-05-07 05:56:35+00:00
506,E53490B59A25,20.4769,15.5,30.6276,16.1,42.4021,16.4,2020-05-07 06:27:03+00:00
507,E53490B59A25,20.5078,15.6,30.6585,16.1,42.4288,16.3,2020-05-07 06:32:06+00:00
508,E53490B59A25,20.5235,15.6,30.6701,16.1,42.4446,16.3,2020-05-07 06:37:09+00:00
509,E53490B59A25,20.5154,15.6,30.6702,16.0,42.4406,16.3,2020-05-07 06:42:13+00:00
510,E53490B59A25,20.4841,15.6,30.6515,16.0,42.4135,16.3,2020-05-07 06:47:16+00:00
511,E53490B59A25,20.4472,15.7,30.6229,16.0,42.3725,16.3,2020-05-07 06:52:29+00:00
512,E53490B59A25,20.4081,15.7,30.6088,16.0,42.3458,16.3,2020-05-07 06:57:32+00:00
513,E53490B59A25,20.39,15.7,30.6115,16.0,42.3402,16.3,2020-05-07 07:02:36+00:00
514,E53490B59A25,20.4521,15.7,30.6736,16.0,42.4106,16.3,2020-05-07 07:07:39+00:00
515,E53490B59A25,20.4423,15.7,30.6763,16.1,42.4258,16.3,2020-05-07 07:12:42+00:00
516,E53490B59A25,20.4376,15.7,30.6841,16.1,42.4378,16.3,2020-05-07 07:17:46+00:00
517,E53490B59A25,20.4756,15.8,30.721999999999998,16.1,42.5007,16.3,2020-05-07 07:22:49+00:00
518,E53490B59A25,20.4419,15.8,30.7051,16.1,42.5087,16.3,2020-05-07 07:27:53+00:00
519,E53490B59A25,20.3965,15.8,30.7055,16.1,42.5091,16.3,2020-05-07 07:32:56+00:00
520,E53490B59A25,20.3658,15.8,30.6997,16.1,42.5075,16.3,2020-05-07 07:38:00+00:00
521,E53490B59A25,20.352999999999998,15.9,30.741,16.1,42.5072,16.3,2020-05-07 07:43:14+00:00
522,E53490B59A25,20.2613,15.9,30.7076,16.1,42.4572,16.3,2020-05-07 07:48:17+00:00
523,E53490B59A25,20.2842,15.9,30.7722,16.1,42.4925,16.3,2020-05-07 07:53:21+00:00
